file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Work\Java\Bhavani\dubbo\dubbo-registry\dubbo-registry-api\src\main\java\org\apache\dubbo\registry\integration\InterfaceCompatibleRegistryProtocol.java,org.apache.dubbo.registry.integration.InterfaceCompatibleRegistryProtocol,class,11,11,0,11,6,2,0,11,10,0.0,0.0,0.0,5,0,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,6,0,4,1,0,0,0,30,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-demo\dubbo-demo-native\dubbo-demo-native-provider\src\main\java\org\apache\dubbo\demo\graalvm\provider\Application.java,org.apache.dubbo.demo.graalvm.provider.Application,class,8,9,1,8,4,1,0,19,3,0.6666667,NaN,NaN,3,3,1,2,0,0,1,0,0,0,1,1,0,1,0,0,1,0,4,29,1,0,0,0,0,14,4,6,0,6,0,0,0,0,34,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-plugin\dubbo-reactive\src\main\java\org\apache\dubbo\reactive\handler\OneToOneMethodHandler.java,org.apache.dubbo.reactive.handler.OneToOneMethodHandler,class,7,8,1,7,2,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,13,1,0,0,0,0,1,1,4,0,4,0,0,0,0,17,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-dubbo\src\main\java\org\apache\dubbo\rpc\protocol\dubbo\Constants.java,org.apache.dubbo.rpc.protocol.dubbo.Constants,interface,0,1,1,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,15,0,0,0,0,0,11,0,13,0,13,0,0,0,0,65,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\filter\ActiveLimitFilter.java,org.apache.dubbo.rpc.filter.ActiveLimitFilter,class,10,15,5,10,13,1,0,18,8,0.6,0.0,0.0,5,0,3,2,0,0,3,0,0,0,1,1,0,1,0,0,1,0,11,61,3,1,1,1,0,7,7,18,4,17,4,0,0,0,98,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\bytecode\WrapperTest.java,org.apache.dubbo.common.bytecode.WrapperTest$Impl2,innerclass,1,1,0,1,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,10,9,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\bytecode\WrapperTest.java,org.apache.dubbo.common.bytecode.WrapperTest$Impl1,innerclass,1,1,0,1,6,1,0,1,7,0.5833334,0.26666668,0.26666668,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,22,3,0,0,0,0,2,1,4,1,2,0,0,0,0,13,9,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\bytecode\WrapperTest.java,org.apache.dubbo.common.bytecode.WrapperTest$Impl0,innerclass,0,0,0,0,2,1,0,0,1,1.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,4,1,4,0,0,0,1,0,0,10,0,0,0,0,0,0,1,2,0,6,0,0,0,0,8,9,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\main\java\org\apache\dubbo\config\context\ConfigMode.java,org.apache.dubbo.config.context.ConfigMode,enum,0,2,2,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\convert\ConverterTest.java,org.apache.dubbo.common.convert.ConverterTest,class,11,12,1,11,5,1,0,18,4,0.4,0.5,0.5,5,0,2,1,0,2,4,0,0,0,1,0,0,1,0,0,0,0,5,23,1,0,0,0,0,3,2,1,0,2,1,0,0,1,21,0,0
C:\Work\Java\Bhavani\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\beans\factory\annotation\MergedAnnotationTest.java,org.apache.dubbo.config.spring.beans.factory.annotation.MergedAnnotationTest$TestBean2,innerclass,2,2,0,2,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,10,0
C:\Work\Java\Bhavani\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\beans\factory\annotation\MergedAnnotationTest.java,org.apache.dubbo.config.spring.beans.factory.annotation.MergedAnnotationTest$TestBean1,innerclass,2,2,0,2,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,0
C:\Work\Java\Bhavani\dubbo\dubbo-metrics\dubbo-metrics-default\src\main\java\org\apache\dubbo\metrics\DefaultConstants.java,org.apache.dubbo.metrics.DefaultConstants,interface,2,2,0,2,0,1,0,3,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,23,5,0,0,0,0,0,2,0,3,0,3,0,0,0,0,25,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\support\wrapper\ScopeClusterWrapper.java,org.apache.dubbo.rpc.cluster.support.wrapper.ScopeClusterWrapper,class,6,6,0,6,3,1,0,1,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,1,1,0,1,0,0,0,0,21,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-registry\dubbo-registry-nacos\src\test\java\org\apache\dubbo\registry\nacos\NacosRegistryTest.java,org.apache.dubbo.registry.nacos.NacosRegistryTest,class,15,15,0,15,13,1,0,38,0,0.45714283,0.71428573,0.71428573,7,0,2,0,0,5,7,0,0,0,5,1,0,5,0,0,2,0,0,182,0,1,0,5,0,22,27,83,5,66,1,0,0,0,70,0,0
C:\Work\Java\Bhavani\dubbo\dubbo-metrics\dubbo-metrics-config-center\src\main\java\org\apache\dubbo\metrics\config\event\ConfigCenterEvent.java,org.apache.dubbo.metrics.config.event.ConfigCenterEvent,class,7,10,3,7,3,3,0,6,1,1.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,3,3,3,0,0,0,3,0,0,23,1,0,1,0,0,3,0,6,0,6,1,0,0,0,45,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-api\src\test\java\org\apache\dubbo\rpc\filter\DeprecatedFilterTest.java,org.apache.dubbo.rpc.filter.DeprecatedFilterTest,class,7,7,0,7,1,1,0,6,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,0,3,1,2,1,2,0,0,0,0,27,0,0
C:\Work\Java\Bhavani\dubbo\dubbo-plugin\dubbo-reactive\src\main\java\org\apache\dubbo\reactive\calls\ReactorClientCalls.java,org.apache.dubbo.reactive.calls.ReactorClientCalls$Anonymous1,anonymous,1,1,0,1,3,1,0,2,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,1
C:\Work\Java\Bhavani\dubbo\dubbo-remoting\dubbo-remoting-netty4\src\main\java\org\apache\dubbo\remoting\transport\netty4\NettyClientHandler.java,org.apache.dubbo.remoting.transport.netty4.NettyClientHandler,class,11,14,3,11,13,2,0,22,0,0.2857143,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,3,1,0,3,0,0,3,0,8,71,0,0,2,3,0,9,0,9,3,9,3,0,0,0,54,1,3
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\protocol\ProtocolSerializationWrapper.java,org.apache.dubbo.rpc.protocol.ProtocolSerializationWrapper,class,8,8,0,8,6,1,0,11,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,20,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-cluster\src\test\java\org\apache\dubbo\rpc\cluster\support\wrapper\AbstractClusterTest.java,org.apache.dubbo.rpc.cluster.support.wrapper.AbstractClusterTest$DemoCluster,innerclass,6,6,0,6,2,2,0,2,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0
C:\Work\Java\Bhavani\dubbo\dubbo-serialization\dubbo-serialization-hessian2\src\test\java\org\apache\dubbo\common\serialize\hessian2\TrustedNotSerializable.java,org.apache.dubbo.common.serialize.hessian2.TrustedNotSerializable,class,1,3,2,1,6,1,0,3,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,2,15,4,0,3,0,0,0,0,2,0,2,1,0,0,0,15,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-metadata\dubbo-metadata-report-nacos\src\test\java\org\apache\dubbo\metadata\store\nacos\RetryTest.java,org.apache.dubbo.metadata.store.nacos.RetryTest$Anonymous3,anonymous,1,1,0,1,3,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,1,0,0,0,1,0,0,0,10,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-rest\src\main\java\org\apache\dubbo\rpc\protocol\rest\netty\ssl\SslContexts.java,org.apache.dubbo.rpc.protocol.rest.netty.ssl.SslContexts,class,9,11,2,9,23,1,0,25,8,0.6,0.0,0.0,5,5,2,3,0,0,2,0,0,0,1,1,0,1,0,0,1,0,10,112,7,0,10,5,1,12,1,21,1,14,3,0,0,0,86,1,3
C:\Work\Java\Bhavani\dubbo\dubbo-test\dubbo-test-check\src\main\java\org\apache\dubbo\test\check\registrycenter\Initializer.java,org.apache.dubbo.test.check.registrycenter.Initializer,interface,1,3,2,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\extension\ExtensionAccessor.java,org.apache.dubbo.common.extension.ExtensionAccessor,interface,4,12,8,4,8,1,0,6,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,3,0,0,0,0,3,0,3,0,0,0,0,14,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-config\dubbo-config-spring\src\test\java\org\apache\dubbo\config\spring\reference\localcalla\LocalCallReferenceAnnotationTest.java,org.apache.dubbo.config.spring.reference.localcalla.LocalCallReferenceAnnotationTest$LocalCallConfiguration,innerclass,3,3,0,3,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,9,0
C:\Work\Java\Bhavani\dubbo\dubbo-remoting\dubbo-remoting-zookeeper\src\test\java\org\apache\dubbo\remoting\zookeeper\curator\CuratorZookeeperTransporterTest.java,org.apache.dubbo.remoting.zookeeper.curator.CuratorZookeeperTransporterTest,class,6,6,0,6,3,1,0,7,0,0.44444445,0.6666667,1.0,3,1,2,0,0,1,3,0,0,0,3,1,0,3,0,0,0,0,1,16,0,0,0,0,0,2,0,3,1,3,0,0,0,0,20,0,0
C:\Work\Java\Bhavani\dubbo\dubbo-plugin\dubbo-qos\src\main\java\org\apache\dubbo\qos\command\impl\PortTelnet.java,org.apache.dubbo.qos.command.impl.PortTelnet,class,8,10,2,8,16,1,0,19,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,66,2,4,2,0,0,14,3,11,1,8,4,0,0,0,38,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\PojoUtilsForNonPublicStaticTest.java,org.apache.dubbo.common.PojoUtilsForNonPublicStaticTest,class,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,1,0,1,0,0,1,0,11,0,0
C:\Work\Java\Bhavani\dubbo\dubbo-metadata\dubbo-metadata-report-nacos\src\test\java\org\apache\dubbo\metadata\store\nacos\RetryTest.java,org.apache.dubbo.metadata.store.nacos.RetryTest$Anonymous1,anonymous,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-metadata\dubbo-metadata-report-nacos\src\test\java\org\apache\dubbo\metadata\store\nacos\RetryTest.java,org.apache.dubbo.metadata.store.nacos.RetryTest$Anonymous2,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-registry\dubbo-registry-zookeeper\src\main\java\org\apache\dubbo\registry\zookeeper\ZookeeperRegistry.java,org.apache.dubbo.registry.zookeeper.ZookeeperRegistry$RegistryChildListenerImpl,innerclass,5,5,0,5,4,1,0,4,0,0.16666667,1.0,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,20,0,0,0,1,0,3,0,3,0,2,1,0,0,0,44,2,1
C:\Work\Java\Bhavani\dubbo\dubbo-registry\dubbo-registry-api\src\main\java\org\apache\dubbo\registry\client\ServiceDiscoveryRegistryDirectory.java,org.apache.dubbo.registry.client.ServiceDiscoveryRegistryDirectory$ReferenceConfigurationListener,innerclass,5,5,0,5,4,2,0,8,0,0.33333334,0.6666667,1.0,3,0,0,0,1,2,3,0,0,0,2,0,0,2,0,0,2,0,0,21,0,0,1,0,0,0,0,3,2,3,1,0,0,0,29,2,0
C:\Work\Java\Bhavani\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\directory\AbstractDirectory.java,org.apache.dubbo.rpc.cluster.directory.AbstractDirectory,class,18,24,6,18,73,1,0,94,353,0.8840335,0.2093596,0.864532,35,0,23,6,6,0,29,1,1,1,17,1,0,12,5,0,8,0,11,302,19,5,8,5,0,31,7,51,7,39,6,0,0,4,191,1025,6
C:\Work\Java\Bhavani\dubbo\dubbo-spring-boot\dubbo-spring-boot-compatible\autoconfigure\src\main\java\org\apache\dubbo\spring\boot\context\event\AwaitingNonWebApplicationListener.java,org.apache.dubbo.spring.boot.context.event.AwaitingNonWebApplicationListener,class,12,14,2,12,35,1,0,41,112,0.9027778,0.10714286,0.10714286,16,2,4,8,3,1,8,0,0,0,9,4,0,9,0,0,9,0,5,125,12,3,3,3,1,4,1,14,0,13,4,0,0,3,102,1,2
C:\Work\Java\Bhavani\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\LoadBalance.java,org.apache.dubbo.rpc.cluster.LoadBalance,interface,6,38,32,6,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-spring-boot\dubbo-spring-boot-observability-starters\autoconfigure\src\test\java\org\apache\dubbo\spring\boot\observability\autoconfigure\observability\DubboMicrometerTracingAutoConfigurationTests.java,org.apache.dubbo.spring.boot.observability.autoconfigure.observability.DubboMicrometerTracingAutoConfigurationTests$TracerConfiguration,innerclass,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\url\component\param\DefaultDynamicParamSource.java,org.apache.dubbo.common.url.component.param.DefaultDynamicParamSource,class,4,4,0,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-filter\dubbo-filter-cache\src\main\java\org\apache\dubbo\cache\support\expiring\ExpiringMap.java,org.apache.dubbo.cache.support.expiring.ExpiringMap$ExpiryObject,innerclass,2,2,0,2,10,1,0,4,0,0.5,0.60714287,1.0,8,0,7,0,0,1,8,0,0,0,3,0,0,3,0,0,0,0,0,37,7,0,2,0,0,5,0,3,2,3,1,0,0,0,33,2,0
C:\Work\Java\Bhavani\dubbo\dubbo-registry\dubbo-registry-api\src\test\java\org\apache\dubbo\registry\MockLogger.java,org.apache.dubbo.registry.MockLogger,class,1,1,0,1,23,1,0,2,208,0.9047619,0.004761905,0.004761905,21,0,21,0,0,0,21,0,0,0,1,0,1,0,0,0,0,0,0,57,7,1,0,0,0,0,0,1,0,1,2,0,0,0,25,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-configcenter\dubbo-configcenter-nacos\src\test\java\org\apache\dubbo\configcenter\support\nacos\RetryTest.java,org.apache.dubbo.configcenter.support.nacos.RetryTest$Anonymous3,anonymous,1,1,0,1,3,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,1,0,0,0,1,0,0,0,10,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-configcenter\dubbo-configcenter-nacos\src\test\java\org\apache\dubbo\configcenter\support\nacos\RetryTest.java,org.apache.dubbo.configcenter.support.nacos.RetryTest$Anonymous1,anonymous,0,0,0,0,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\stub\StubProxyFactory.java,org.apache.dubbo.rpc.stub.StubProxyFactory,class,7,9,2,7,3,1,0,5,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,11,3,0,0,0,1,1,0,0,0,0,0,0,0,0,30,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-configcenter\dubbo-configcenter-nacos\src\test\java\org\apache\dubbo\configcenter\support\nacos\RetryTest.java,org.apache.dubbo.configcenter.support.nacos.RetryTest$Anonymous2,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-remoting\dubbo-remoting-netty\src\main\java\org\apache\dubbo\remoting\transport\netty\NettyBackedChannelBuffer.java,org.apache.dubbo.remoting.transport.netty.NettyBackedChannelBuffer,class,6,9,3,6,69,1,0,42,0,0.1904762,0.6528418,0.6528418,63,0,63,0,0,0,63,0,0,0,1,0,0,1,0,0,1,0,1,223,23,0,0,0,0,1,8,5,4,5,1,0,0,0,56,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-remoting\dubbo-remoting-api\src\main\java\org\apache\dubbo\remoting\transport\dispatcher\connection\ConnectionOrderedDispatcher.java,org.apache.dubbo.remoting.transport.dispatcher.connection.ConnectionOrderedDispatcher,class,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,19,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\model\key\MetricsCat.java,org.apache.dubbo.metrics.model.key.MetricsCat,class,6,9,3,6,4,1,0,2,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,0,20,2,0,0,0,0,0,0,3,0,4,0,0,1,2,60,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\support\MockInvoker.java,org.apache.dubbo.rpc.support.MockInvoker,class,14,16,2,14,62,1,0,52,52,0.8333333,0.07272727,0.10909091,12,5,11,1,0,0,11,0,0,0,5,2,0,5,0,0,5,0,7,194,18,0,9,5,2,32,13,42,11,23,3,0,0,0,98,17,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\extension\director\impl\TestAppService.java,org.apache.dubbo.common.extension.director.impl.TestAppService,class,7,8,1,7,9,2,0,0,28,0.7777778,0.11111111,0.11111111,9,0,9,0,0,0,9,0,0,0,4,0,0,4,0,0,0,0,0,32,4,0,0,0,0,0,0,4,0,4,0,0,0,0,18,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-remoting\dubbo-remoting-netty4\src\main\java\org\apache\dubbo\remoting\transport\netty4\ssl\SslContexts.java,org.apache.dubbo.remoting.transport.netty4.ssl.SslContexts,class,9,15,6,9,23,1,0,25,8,0.6,0.0,0.0,5,5,2,3,0,0,2,0,0,0,1,1,0,1,0,0,1,0,10,112,7,0,10,5,1,12,1,21,1,14,3,0,0,0,86,1,3
C:\Work\Java\Bhavani\dubbo\dubbo-metrics\dubbo-metrics-prometheus\src\main\java\org\apache\dubbo\metrics\prometheus\NopPrometheusMetricsReporter.java,org.apache.dubbo.metrics.prometheus.NopPrometheusMetricsReporter,class,1,2,1,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-config\dubbo-config-api\src\test\java\org\apache\dubbo\config\mock\TestProxyFactory.java,org.apache.dubbo.config.mock.TestProxyFactory,class,4,4,0,4,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,1,1,0,1,0,0,0,0,14,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\model\ThreadPoolRejectMetric.java,org.apache.dubbo.metrics.model.ThreadPoolRejectMetric,class,2,4,2,2,11,1,0,7,0,0.25,0.85714287,1.0,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,3,38,7,0,3,0,0,1,0,6,1,4,1,0,0,0,22,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-plugin\dubbo-reactive\src\test\java\org\apache\dubbo\reactive\ManyToManyMethodHandlerTest.java,org.apache.dubbo.reactive.ManyToManyMethodHandlerTest,class,4,4,0,4,2,1,0,15,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,21,0,1,0,0,0,1,5,8,1,13,1,0,0,5,29,17,0
C:\Work\Java\Bhavani\dubbo\dubbo-cluster\src\main\java\org\apache\dubbo\rpc\cluster\router\mesh\rule\virtualservice\destination\DubboRouteDestination.java,org.apache.dubbo.rpc.cluster.router.mesh.rule.virtualservice.destination.DubboRouteDestination,class,1,5,4,1,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,0,2,0,2,0,0,0,0,8,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-plugin\dubbo-qos\src\main\java\org\apache\dubbo\qos\legacy\LogTelnetHandler.java,org.apache.dubbo.qos.legacy.LogTelnetHandler,class,4,5,1,4,9,1,0,27,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,3,49,1,0,4,1,1,21,4,12,1,11,5,0,0,0,56,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-metrics\dubbo-metrics-api\src\main\java\org\apache\dubbo\metrics\event\MetricsEventMulticaster.java,org.apache.dubbo.metrics.event.MetricsEventMulticaster,interface,3,5,2,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\test\java\org\apache\dubbo\common\utils\DefaultSerializeClassCheckerTest.java,org.apache.dubbo.common.utils.DefaultSerializeClassCheckerTest,class,11,11,0,11,11,1,0,27,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,18,80,0,4,0,0,0,3,8,11,2,11,2,0,0,5,27,0,0
C:\Work\Java\Bhavani\dubbo\dubbo-rpc\dubbo-rpc-api\src\main\java\org\apache\dubbo\rpc\proxy\jdk\JdkProxyFactory.java,org.apache.dubbo.rpc.proxy.jdk.JdkProxyFactory$Anonymous1,anonymous,1,1,0,1,1,1,0,3,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,-1,0
C:\Work\Java\Bhavani\dubbo\dubbo-metadata\dubbo-metadata-processor\src\main\java\org\apache\dubbo\metadata\annotation\processing\rest\jaxrs\JAXRSServiceRestMetadataResolver.java,org.apache.dubbo.metadata.annotation.processing.rest.jaxrs.JAXRSServiceRestMetadataResolver,class,3,5,2,3,11,2,0,12,45,0.0,0.0,0.0,10,1,2,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,13,41,7,0,1,0,0,0,0,7,0,7,1,0,0,0,49,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-registry\dubbo-registry-api\src\test\java\org\apache\dubbo\registry\service\DemoService.java,org.apache.dubbo.registry.service.DemoService,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\Work\Java\Bhavani\dubbo\dubbo-common\src\main\java\org\apache\dubbo\common\status\support\LoadStatusChecker.java,org.apache.dubbo.common.status.support.LoadStatusChecker,class,5,5,0,5,5,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,21,1,0,1,0,1,4,3,7,2,4,1,0,0,0,8,1,0
