file,class,method,variable,usage
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/7[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode,java.util.List<jadx.core.dex.nodes.BlockNode>,java.util.Set<jadx.core.dex.nodes.BlockNode>,java.util.List<jadx.core.dex.nodes.InsnNode>]",mergedBlocks,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/7[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode,java.util.List<jadx.core.dex.nodes.BlockNode>,java.util.Set<jadx.core.dex.nodes.BlockNode>,java.util.List<jadx.core.dex.nodes.InsnNode>]",skipBlocks,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/7[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode,java.util.List<jadx.core.dex.nodes.BlockNode>,java.util.Set<jadx.core.dex.nodes.BlockNode>,java.util.List<jadx.core.dex.nodes.InsnNode>]",forceInlineInsns,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/7[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode,java.util.List<jadx.core.dex.nodes.BlockNode>,java.util.Set<jadx.core.dex.nodes.BlockNode>,java.util.List<jadx.core.dex.nodes.InsnNode>]",thenBlock,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/7[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode,java.util.List<jadx.core.dex.nodes.BlockNode>,java.util.Set<jadx.core.dex.nodes.BlockNode>,java.util.List<jadx.core.dex.nodes.InsnNode>]",elseBlock,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,addInsnsForForcedInline/1[java.util.List<jadx.core.dex.nodes.InsnNode>],forceInlineInsns,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getSkipBlocks/0,skipBlocks,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/3[jadx.core.dex.regions.conditions.IfInfo,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode]",thenBlock,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/3[jadx.core.dex.regions.conditions.IfInfo,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode]",elseBlock,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getElseBlock/0,elseBlock,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getThenBlock/0,thenBlock,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getOutBlock/0,outBlock,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,resetForceInlineInsns/0,forceInlineInsns,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,setOutBlock/1[jadx.core.dex.nodes.BlockNode],outBlock,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getMergedBlocks/0,mergedBlocks,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getForceInlineInsns/0,forceInlineInsns,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getMth/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getFirstIfBlock/0,mergedBlocks,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/4[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode]",mth,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/4[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode]",condition,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/4[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode]",thenBlock,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,"IfInfo/4[jadx.core.dex.nodes.MethodNode,jadx.core.dex.regions.conditions.IfCondition,jadx.core.dex.nodes.BlockNode,jadx.core.dex.nodes.BlockNode]",elseBlock,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,merge/1[jadx.core.dex.regions.conditions.IfInfo[]],mergedBlocks,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,merge/1[jadx.core.dex.regions.conditions.IfInfo[]],skipBlocks,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,toString/0,thenBlock,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,toString/0,elseBlock,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\regions\conditions\IfInfo.java,jadx.core.dex.regions.conditions.IfInfo,getCondition/0,condition,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,get/1[jadx.core.utils.blocks.BlockNode],bs,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,toList/0,mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,toList/0,bs,5
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,set/1[jadx.core.utils.blocks.BlockNode],bs,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,checkAndSet/1[jadx.core.utils.blocks.BlockNode],bs,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,forEach/1[java.util.function.Consumer<? super jadx.core.utils.blocks.BlockNode>],mth,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,forEach/1[java.util.function.Consumer<? super jadx.core.utils.blocks.BlockNode>],bs,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,BlockSet/1[jadx.core.utils.blocks.MethodNode],mth,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\utils\blocks\BlockSet.java,jadx.core.utils.blocks.BlockSet,BlockSet/1[jadx.core.utils.blocks.MethodNode],bs,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\nodes\utils\MethodUtils.java,jadx.core.dex.nodes.utils.MethodUtils,"processMethodArgsOverloaded/3[jadx.core.dex.instructions.args.ArgType,jadx.core.dex.info.MethodInfo,java.util.List<jadx.core.dex.nodes.IMethodDetails>]",root,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\nodes\utils\MethodUtils.java,jadx.core.dex.nodes.utils.MethodUtils,getMethodDetails/1[jadx.core.dex.info.MethodInfo],root,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\nodes\utils\MethodUtils.java,jadx.core.dex.nodes.utils.MethodUtils,MethodUtils/1[jadx.core.dex.nodes.RootNode],root,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatchFinally14.java,jadx.tests.integration.trycatch.TestTryCatchFinally14$TestCls,test/0,t,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,calcHashCode/0,shortId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,calcHashCode/0,declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getArgumentsTypes/0,argTypes,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getFullName/0,declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getFullName/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,hasAlias/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,hasAlias/0,alias,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getRawFullId/0,rawFullId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",argTypes,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",retType,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",shortId,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",rawFullId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",declClass,4
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",name,5
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",alias,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"MethodInfo/4[jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",hash,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"fromDetails/5[jadx.core.dex.nodes.RootNode,jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",retType,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"fromDetails/5[jadx.core.dex.nodes.RootNode,jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",declClass,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"fromDetails/5[jadx.core.dex.nodes.RootNode,jadx.core.dex.info.ClassInfo,java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",name,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getShortId/0,shortId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,removeAlias/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,removeAlias/0,alias,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getFullId/0,shortId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getFullId/0,declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getReturnType/0,retType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,isConstructor/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getArgsCount/0,argTypes,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,isOverloadedBy/1[jadx.core.dex.info.MethodInfo],argTypes,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,isOverloadedBy/1[jadx.core.dex.info.MethodInfo],shortId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,isOverloadedBy/1[jadx.core.dex.info.MethodInfo],name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,hashCode/0,hash,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeSignature/2[boolean,boolean]",argTypes,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeSignature/2[boolean,boolean]",retType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeSignature/2[boolean,boolean]",name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeSignature/2[boolean,boolean]",alias,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,compareTo/1[jadx.core.dex.info.MethodInfo],shortId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,compareTo/1[jadx.core.dex.info.MethodInfo],declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getName/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,isClassInit/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"fromMethodProto/4[jadx.core.dex.nodes.RootNode,jadx.core.dex.info.ClassInfo,java.lang.String,jadx.core.dex.info.IMethodProto]",declClass,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"fromMethodProto/4[jadx.core.dex.nodes.RootNode,jadx.core.dex.info.ClassInfo,java.lang.String,jadx.core.dex.info.IMethodProto]",name,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getDeclClass/0,declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeShortId/3[java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",argTypes,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeShortId/3[java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",retType,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,"makeShortId/3[java.lang.String,java.util.List<jadx.core.dex.instructions.args.ArgType>,jadx.core.dex.instructions.args.ArgType]",name,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,toString/0,argTypes,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,toString/0,retType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,toString/0,declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,toString/0,name,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,equals/1[java.lang.Object],shortId,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,equals/1[java.lang.Object],declClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,setAlias/1[java.lang.String],alias,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\info\MethodInfo.java,jadx.core.dex.info.MethodInfo,getAlias/0,alias,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\FilledNewArrayNode.java,jadx.core.dex.instructions.FilledNewArrayNode,getArrayType/0,elemType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\FilledNewArrayNode.java,jadx.core.dex.instructions.FilledNewArrayNode,copy/0,elemType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\FilledNewArrayNode.java,jadx.core.dex.instructions.FilledNewArrayNode,"FilledNewArrayNode/2[jadx.core.dex.instructions.args.ArgType,int]",elemType,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\FilledNewArrayNode.java,jadx.core.dex.instructions.FilledNewArrayNode,getElemType/0,elemType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\FilledNewArrayNode.java,jadx.core.dex.instructions.FilledNewArrayNode,isSame/1[jadx.core.dex.nodes.InsnNode],elemType,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\instructions\FilledNewArrayNode.java,jadx.core.dex.instructions.FilledNewArrayNode,toString/0,elemType,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\SourceFileAttr.java,jadx.api.plugins.input.data.attributes.types.SourceFileAttr,SourceFileAttr/1[java.lang.String],fileName,3
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\SourceFileAttr.java,jadx.api.plugins.input.data.attributes.types.SourceFileAttr,getFileName/0,fileName,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\SourceFileAttr.java,jadx.api.plugins.input.data.attributes.types.SourceFileAttr,toString/0,fileName,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,hashCode/0,src,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,hashCode/0,dest,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,toString/0,src,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,toString/0,dest,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,getDest/0,dest,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,"JumpInfo/2[int,int]",src,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,"JumpInfo/2[int,int]",dest,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,getSrc/0,src,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,equals/1[java.lang.Object],src,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\attributes\nodes\JumpInfo.java,jadx.core.dex.attributes.nodes.JumpInfo,equals/1[java.lang.Object],dest,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestIfTryInCatch.java,jadx.tests.integration.others.TestIfTryInCatch$TestCls,test/1[java.lang.Object],exception,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestIfTryInCatch.java,jadx.tests.integration.others.TestIfTryInCatch$TestCls,test/1[java.lang.Object],data,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\trycatch\TestTryCatchFinally2.java,jadx.tests.integration.trycatch.TestTryCatchFinally2$TestCls,test/1[java.io.OutputStream],classes,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,runChecks/1[java.util.List<jadx.tests.api.ClassNode>],allowWarnInCode,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,printLineNumbers/0,printLineNumbers,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,insertResources/1[jadx.tests.api.RootNode],resMap,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,forceDecompiledCheck/0,forceDecompiledCheck,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,getArgs/0,args,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,setFallback/0,args,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,getClassNodes/1[java.lang.Class<?>[]],LOG,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\api\IntegrationTest.java,jadx.tests.api.IntegrationTest,runDecompiledAutoCheck/1[jadx.tests.api.ClassNode],decompiledCompiler,1
