file,class,method,variable,usage
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\usage\UsageInfoVisitor.java,jadx.core.dex.visitors.usage.UsageInfoVisitor,apply/1[jadx.core.dex.visitors.usage.IUsageInfoData],LOG,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\usage\UsageInfoVisitor.java,jadx.core.dex.visitors.usage.UsageInfoVisitor,init/1[jadx.core.dex.visitors.usage.RootNode],LOG,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\invoke\TestCastInOverloadedInvoke.java,jadx.tests.integration.invoke.TestCastInOverloadedInvoke$TestCls,check/0,c,5
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\invoke\TestCastInOverloadedInvoke.java,jadx.tests.integration.invoke.TestCastInOverloadedInvoke$TestCls,call/1[java.util.ArrayList<java.lang.String>],c,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\invoke\TestCastInOverloadedInvoke.java,jadx.tests.integration.invoke.TestCastInOverloadedInvoke$TestCls,call/1[java.util.List<java.lang.String>],c,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\invoke\TestCastInOverloadedInvoke.java,jadx.tests.integration.invoke.TestCastInOverloadedInvoke$TestCls,call/1[java.lang.String],c,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\GenericTypesVisitor.java,jadx.core.dex.visitors.GenericTypesVisitor,"attachGenericTypesInfo/2[jadx.core.dex.nodes.MethodNode,jadx.core.dex.instructions.mods.ConstructorInsn]",LOG,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\rename\CodeRenameVisitor.java,jadx.core.dex.visitors.rename.CodeRenameVisitor,updateRenamesMap/1[jadx.core.dex.visitors.rename.ICodeData],clsRenamesMap,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\rename\CodeRenameVisitor.java,jadx.core.dex.visitors.rename.CodeRenameVisitor,"processRename/3[jadx.core.dex.visitors.rename.MethodNode,jadx.core.dex.visitors.rename.IJavaCodeRef,jadx.core.dex.visitors.rename.ICodeRename]",LOG,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\rename\CodeRenameVisitor.java,jadx.core.dex.visitors.rename.CodeRenameVisitor,getRenames/1[jadx.core.dex.visitors.rename.ClassNode],clsRenamesMap,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\rename\CodeRenameVisitor.java,jadx.core.dex.visitors.rename.CodeRenameVisitor,"applyRenames/2[jadx.core.dex.visitors.rename.ClassNode,java.util.List<jadx.core.dex.visitors.rename.ICodeRename>]",LOG,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,toString/0,msg,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,toString/0,level,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,toString/0,loggerName,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,"LogEvent/3[jadx.gui.logs.Level,java.lang.String,java.lang.String]",msg,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,"LogEvent/3[jadx.gui.logs.Level,java.lang.String,java.lang.String]",level,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,"LogEvent/3[jadx.gui.logs.Level,java.lang.String,java.lang.String]",loggerName,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,getMsg/0,msg,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,getLevel/0,level,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\logs\LogEvent.java,jadx.gui.logs.LogEvent,getLoggerName/0,loggerName,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\variables\TestVariablesIfElseChain.java,jadx.tests.integration.variables.TestVariablesIfElseChain$TestCls,use/1[java.lang.String],used,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\variables\TestVariablesIfElseChain.java,jadx.tests.integration.variables.TestVariablesIfElseChain$TestCls,check/0,used,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,"add/2[java.lang.String,jadx.gui.cache.code.ICodeInfo]",subscriber,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,"add/2[java.lang.String,jadx.gui.cache.code.ICodeInfo]",codeCache,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,remove/1[java.lang.String],codeCache,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,get/1[java.lang.String],subscriber,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,close/0,subscriber,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,close/0,codeCache,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,close/0,disposable,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,CodeStringCache/1[jadx.gui.cache.code.ICodeCache],subscriber,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,CodeStringCache/1[jadx.gui.cache.code.ICodeCache],LOG,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,CodeStringCache/1[jadx.gui.cache.code.ICodeCache],codeCache,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,CodeStringCache/1[jadx.gui.cache.code.ICodeCache],disposable,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,getCode/1[java.lang.String],subscriber,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\cache\code\CodeStringCache.java,jadx.gui.cache.code.CodeStringCache,getCode/1[java.lang.String],codeCache,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateOffset/1[long],offset,5
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateOffset/1[long],changed,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateThread/1[long],thread,5
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateThread/1[long],changed,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateClass/1[long],clazz,5
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateClass/1[long],changed,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,nextRound/1[boolean],changed,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateMethod/1[long],method,5
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SuspendInfo.java,jadx.gui.device.debugger.SuspendInfo$InfoSetter,updateMethod/1[long],changed,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\utils\ui\ActionHandler.java,jadx.gui.utils.ui.ActionHandler,ActionHandler/1[java.util.function.Consumer<java.awt.event.ActionEvent>],consumer,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\utils\ui\ActionHandler.java,jadx.gui.utils.ui.ActionHandler,ActionHandler/1[java.lang.Runnable],consumer,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\utils\ui\ActionHandler.java,jadx.gui.utils.ui.ActionHandler,actionPerformed/1[java.awt.event.ActionEvent],consumer,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getSuperClass/0,superClass,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setDex/1[java.lang.String],dex,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setSuperClass/1[java.lang.String],superClass,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setFields/1[java.util.List<jadx.core.codegen.json.cls.JsonField>],fields,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getFields/0,fields,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getImports/0,imports,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setInterfaces/1[java.util.List<java.lang.String>],interfaces,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getInnerClasses/0,innerClasses,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getDex/0,dex,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getMethods/0,methods,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setImports/1[java.util.List<java.lang.String>],imports,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setType/1[java.lang.String],type,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setMethods/1[java.util.List<jadx.core.codegen.json.cls.JsonMethod>],methods,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setInnerClasses/1[java.util.List<jadx.core.codegen.json.cls.JsonClass>],innerClasses,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getType/0,type,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getPkg/0,pkg,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,setPkg/1[java.lang.String],pkg,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\codegen\json\cls\JsonClass.java,jadx.core.codegen.json.cls.JsonClass,getInterfaces/0,interfaces,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestDeboxing5.java,jadx.tests.integration.others.TestDeboxing5$TestCls,call/1[java.lang.Object],type,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\others\TestDeboxing5.java,jadx.tests.integration.others.TestDeboxing5$TestCls,"verify/2[java.lang.String[],java.lang.String]",type,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,QuarkReportNode/1[java.nio.file.Path],reportFile,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,getCodeInfo/0,errorContent,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,getContentPanel/1[jadx.gui.plugins.quark.TabbedPane],LOG,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,getContentPanel/1[jadx.gui.plugins.quark.TabbedPane],errorContent,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,getContentPanel/1[jadx.gui.plugins.quark.TabbedPane],reportFile,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,getContentPanel/1[jadx.gui.plugins.quark.TabbedPane],GSON,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\quark\QuarkReportNode.java,jadx.gui.plugins.quark.QuarkReportNode,getIcon/0,ICON,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,getTabbedPane/0,tabbedPane,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,getNode/0,node,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,getSettings/0,tabbedPane,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,getTabTooltip/0,node,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,dispose/0,node,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,dispose/0,tabbedPane,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,"ContentPanel/2[jadx.gui.ui.panel.TabbedPane,jadx.gui.treemodel.JNode]",node,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\panel\ContentPanel.java,jadx.gui.ui.panel.ContentPanel,"ContentPanel/2[jadx.gui.ui.panel.TabbedPane,jadx.gui.treemodel.JNode]",tabbedPane,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SmaliDebugger.java,jadx.gui.device.debugger.SmaliDebugger$RuntimeVarInfo,getType/0,slot,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SmaliDebugger.java,jadx.gui.device.debugger.SmaliDebugger$RuntimeVarInfo,RuntimeVarInfo/1[jadx.gui.device.debugger.VarWithGenericSlot],slot,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\device\debugger\SmaliDebugger.java,jadx.gui.device.debugger.SmaliDebugger$RuntimeVarInfo,getSignature/0,slot,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\test\java\jadx\tests\integration\conditions\TestConditions3.java,jadx.tests.integration.conditions.TestConditions3$TestCls,test/1[jadx.tests.integration.conditions.TestConditions3.TestCls.A],PATTERN,1
C:\Work\Java\Bhavani\jadx\jadx-plugins-tools\src\main\java\jadx\plugins\tools\data\JadxInstalledPlugins.java,jadx.plugins.tools.data.JadxInstalledPlugins,getInstalled/0,installed,1
C:\Work\Java\Bhavani\jadx\jadx-plugins-tools\src\main\java\jadx\plugins\tools\data\JadxInstalledPlugins.java,jadx.plugins.tools.data.JadxInstalledPlugins,getUpdated/0,updated,1
C:\Work\Java\Bhavani\jadx\jadx-plugins-tools\src\main\java\jadx\plugins\tools\data\JadxInstalledPlugins.java,jadx.plugins.tools.data.JadxInstalledPlugins,setInstalled/1[java.util.List<jadx.plugins.tools.data.JadxPluginMetadata>],installed,3
C:\Work\Java\Bhavani\jadx\jadx-plugins-tools\src\main\java\jadx\plugins\tools\data\JadxInstalledPlugins.java,jadx.plugins.tools.data.JadxInstalledPlugins,setUpdated/1[long],updated,3
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\DexInputPlugin.java,jadx.plugins.input.dex.DexInputPlugin,"loadFiles/2[java.util.List<java.nio.file.Path>,java.io.Closeable]",loader,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\DexInputPlugin.java,jadx.plugins.input.dex.DexInputPlugin,getPluginInfo/0,PLUGIN_ID,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\DexInputPlugin.java,jadx.plugins.input.dex.DexInputPlugin,init/1[jadx.plugins.input.dex.JadxPluginContext],options,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\DexInputPlugin.java,jadx.plugins.input.dex.DexInputPlugin,"loadDex/2[byte[],java.lang.String]",loader,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,buildCodeScrollPane/1[jadx.gui.ui.codearea.AbstractCodeArea],codeArea,4
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,getCodeScrollPane/0,codeScrollPane,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,refresh/1[jadx.gui.ui.codearea.CaretPositionFix],codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,getSettings/0,codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,loadSettings/0,codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,getCodeArea/0,codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,dispose/0,codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,getSearchBar/0,searchBar,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,canShowDebugLines/0,codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,initLineNumbers/0,codeArea,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,initLineNumbers/0,codeScrollPane,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,CodePanel/1[jadx.gui.ui.codearea.AbstractCodeArea],codeArea,7
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,CodePanel/1[jadx.gui.ui.codearea.AbstractCodeArea],codeScrollPane,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,CodePanel/1[jadx.gui.ui.codearea.AbstractCodeArea],searchBar,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\ui\codearea\CodePanel.java,jadx.gui.ui.codearea.CodePanel,load/0,codeArea,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\InnerClassesAttr.java,jadx.api.plugins.input.data.attributes.types.InnerClassesAttr,"InnerClassesAttr/1[java.util.Map<java.lang.String,jadx.api.plugins.input.data.attributes.types.InnerClsInfo>]",map,3
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\InnerClassesAttr.java,jadx.api.plugins.input.data.attributes.types.InnerClassesAttr,getMap/0,map,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-input-api\src\main\java\jadx\api\plugins\input\data\attributes\types\InnerClassesAttr.java,jadx.api.plugins.input.data.attributes.types.InnerClassesAttr,toString/0,map,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,build/1[int],flags,2
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,isIgnoreSame/0,flags,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,isIgnoreSame/0,IGNORE_SAME,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,TypeUpdateFlags/1[int],flags,3
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,isIgnoreUnknown/0,flags,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,isIgnoreUnknown/0,IGNORE_UNKNOWN,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,isAllowWider/0,flags,1
C:\Work\Java\Bhavani\jadx\jadx-core\src\main\java\jadx\core\dex\visitors\typeinference\TypeUpdateFlags.java,jadx.core.dex.visitors.typeinference.TypeUpdateFlags,isAllowWider/0,ALLOW_WIDER,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnFormat.java,jadx.plugins.input.dex.insns.DexInsnFormat,getLength/0,length,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnFormat.java,jadx.plugins.input.dex.insns.DexInsnFormat,"skip/2[jadx.plugins.input.dex.insns.DexInsnData,jadx.plugins.input.dex.sections.SectionReader]",length,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnFormat.java,jadx.plugins.input.dex.insns.DexInsnFormat,getRegsCount/0,regsCount,1
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnFormat.java,jadx.plugins.input.dex.insns.DexInsnFormat,"DexInsnFormat/2[int,int]",regsCount,3
C:\Work\Java\Bhavani\jadx\jadx-plugins\jadx-dex-input\src\main\java\jadx\plugins\input\dex\insns\DexInsnFormat.java,jadx.plugins.input.dex.insns.DexInsnFormat,"DexInsnFormat/2[int,int]",length,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,ScriptCompleteProvider/1[jadx.gui.ui.codearea.AbstractCodeArea],codeArea,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,"convertCompletions/3[java.util.List<jadx.gui.plugins.script.SourceCodeCompletionVariant>,java.lang.String,int]",ICONS_MAP,1
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,"convertCompletions/3[java.util.List<jadx.gui.plugins.script.SourceCodeCompletionVariant>,java.lang.String,int]",LOG,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,getCompletions/0,codeArea,3
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,getCompletions/0,LOG,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,getCompletions/0,scriptComplete,2
C:\Work\Java\Bhavani\jadx\jadx-gui\src\main\java\jadx\gui\plugins\script\ScriptCompleteProvider.java,jadx.gui.plugins.script.ScriptCompleteProvider,getAlreadyEnteredText/1[javax.swing.text.JTextComponent],codeArea,2
